粘弹性	-56.61827850341797
活性剂	-56.46943664550781
转换点	-56.229469299316406
分光光度	-55.547454833984375
金矿石	-55.25579071044922
聂拉木	-55.239566802978516
慕士塔格	-55.16972351074219
慕士塔	-54.95500946044922
土力学	-54.231353759765625
马兰冰芯	-53.86479187011719
幔源区	-53.16992950439453
瞬态	-53.015892028808594
包络线	-52.302978515625
潘地块	-52.29310989379883
克鲁伦	-52.183631896972656
乌兰乌	-52.06805419921875
滕格里	-51.7457389831543
硅质岩	-51.652496337890625
罗塔格	-51.515045166015625
马尔可	-51.1993293762207
博兴洼	-50.991432189941406
白垩系	-50.9814567565918
单砂体	-50.30982208251953
扭构造	-50.219383239746094
哈尔	-50.058753967285156
岷江	-50.05308151245117
金平	-49.93339538574219
概化	-49.77379608154297
含水饱和度	-49.510826110839844
滑动面	-49.502593994140625
预压法	-49.04368591308594
普光	-48.74695587158203
普兰	-48.699188232421875
宣汉	-48.64893341064453
格尔	-48.603878021240234
达连河	-48.40241241455078
乌伦古	-48.3997917175293
江源	-48.12567901611328
土-	-47.70701599121094
家堡子	-47.688568115234375
生烃期	-47.566314697265625
班公湖	-47.441383361816406
钾长	-47.39127731323242
香溪群	-47.36698532104492
标型	-47.09490203857422
石测年	-46.99176025390625
介形	-46.934513092041016
韧度	-46.70574188232422
银铅锌	-46.60108947753906
通利波	-46.566490173339844
冰长	-46.51115417480469
陨击	-46.474365234375
晋宁期	-46.372901916503906
卡尼	-46.28245544433594
主元	-46.19640350341797
施力	-46.045204162597656
液限	-46.033935546875
绢云	-46.029510498046875
砂质	-45.66032409667969
表生	-45.65629577636719
泽铅锌	-45.54127502441406
热柱	-45.52459716796875
流型	-45.474090576171875
氢化	-45.44658660888672
牢山	-45.393646240234375
震体	-45.390525817871094
频次	-45.13397216796875
中元	-45.10399627685547
亚锡	-45.065093994140625
沉管	-45.060245513916016
限元	-44.994911193847656
结物	-44.98008728027344
保幅	-44.91840744018555
滑体	-44.894630432128906
红滩	-44.82752990722656
综放	-44.74628448486328
南天山	-44.69330596923828
西山	-44.67219543457031
硬质	-44.629608154296875
热成	-44.48407745361328
螺类	-44.256839752197266
古新世	-44.24638366699219
肇源	-44.236698150634766
脉动	-44.22002410888672
土力	-44.15428161621094
清坳	-44.02617645263672
库伦	-44.004032135009766
搭格	-43.9141731262207
嘉荫	-43.89570617675781
匀度	-43.89284133911133
国家地质公园	-43.826263427734375
脱层	-43.699771881103516
扩孔	-43.61637878417969
宽角	-43.565940856933594
填体	-43.56219482421875
西沟群	-43.507225036621094
胎体	-43.49297332763672
牛庄洼	-43.490631103515625
致色	-43.45492935180664
纪末	-43.40694046020508
宽川	-43.393798828125
硅体	-43.32323455810547
粗面	-43.30166244506836
滴定	-43.29856872558594
最小	-43.29618835449219
支挡	-43.164634704589844
福山	-43.09199523925781
改性	-43.08800506591797
英质	-43.0618896484375
磁层	-43.04612350463867
体波	-42.97386169433594
危岩	-42.972190856933594
高黎贡	-42.905303955078125
微晶	-42.893890380859375
泥底	-42.835514068603516
关断	-42.81912612915039
硅质	-42.77244186401367
大位	-42.68471145629883
高阶	-42.66640853881836
顺层	-42.63045883178711
成烃	-42.58502197265625
水权	-42.570884704589844
速层	-42.5706787109375
油裂	-42.54297637939453
温压	-42.43820571899414
膨润	-42.385738372802734
解烃	-42.28063201904297
托纳木	-42.125282287597656
中值	-42.08287811279297
热采	-42.061668395996094
射波	-42.0380859375
插层	-41.936927795410156
小浪底水库	-41.8448486328125
胶凝	-41.83987808227539
香洼	-41.71797180175781
岩蚀	-41.60627746582031
爆夯	-41.585079193115234
侏罗	-41.57206726074219
元法	-41.50471115112305
土岩	-41.467308044433594
构法	-41.429771423339844
气层	-41.40662384033203
气举	-41.38543701171875
相学	-41.35289001464844
硬岩	-41.30907440185547
英安岩	-41.2808723449707
粒径	-41.15635681152344
文石	-41.039649963378906
乔夏哈	-41.01560592651367
湿陷	-41.000587463378906
马尔科夫	-40.97620391845703
成烃史	-40.61146545410156
水气	-40.567100524902344
新场	-40.56694412231445
变岩	-40.50153350830078
负摩	-40.48670196533203
歌海	-40.428104400634766
成孔	-40.34840393066406
网索	-40.2815055847168
纳木错	-40.20378112792969
巴颜喀	-40.18671417236328
悬沙	-40.042457580566406
庐断	-40.04245376586914
粉砂	-40.006858825683594
块体	-39.9781494140625
盐渍	-39.93673324584961
锚注	-39.92456817626953
散斑	-39.915313720703125
盐岩	-39.77222442626953
盆山	-39.764835357666016
华东地区	-39.76127624511719
体测	-39.75212097167969
测线	-39.73821258544922
找水	-39.717674255371094
天柱	-39.706565856933594
英安	-39.68413543701172
注采	-39.62413024902344
达特群	-39.617828369140625
石盐	-39.505855560302734
动校	-39.45826721191406
志留	-39.382057189941406
塔什库尔干	-39.32327651977539
龙科	-39.30022430419922
南苏鲁	-39.217979431152344
扶杨	-39.004486083984375
塔北	-39.00210952758789
乌郎	-38.96391296386719
时频	-38.903507232666016
疏干	-38.891082763671875
巴丹	-38.843387603759766
双频激	-38.76973342895508
中北部	-38.649566650390625
阿德拉尔	-38.57968521118164
青岛地区	-38.26912307739258
相下	-38.192115783691406
井震	-38.16124725341797
隔震	-38.10320281982422
同生	-38.03076171875
化木	-38.01593017578125
圆环	-37.98014831542969
民屯	-37.971656799316406
岩群	-37.81736755371094
陆核	-37.78395462036133
青海油田	-37.62982177734375
自旋	-37.4589958190918
大姚	-37.44553756713867
黄土地区	-37.445343017578125
次盛	-37.392601013183594
变观	-37.07524871826172
英云闪	-37.05024719238281
剪应	-36.994384765625
大牛	-36.977622985839844
徐淮地区	-36.968109130859375
哈密地区	-36.93526077270508
阳山	-36.92298126220703
地球化学基准值	-36.89115905761719
多源	-36.854736328125
卸荷	-36.82704162597656
坡折	-36.776023864746094
单桩	-36.7726936340332
哈尔里克	-36.53004455566406
岩组	-36.28986740112305
萃取	-36.13243865966797
关联性	-36.12068557739258
实用性	-36.07853698730469
滑移	-35.982242584228516
都兰	-35.76947784423828
弛豫	-35.672847747802734
口西	-35.6642951965332
南岭地区	-35.652591705322266
波变	-35.64008331298828
屈曲	-35.49806594848633
冻融	-35.490211486816406
马尔可夫	-35.37474822998047
阿尼玛卿	-35.295650482177734
力不变量	-35.18046188354492
井群	-35.11602020263672
正演	-34.90688705444336
多波	-34.78425979614258
地下水动力场	-34.780399322509766
关中地区	-34.777889251708984
平方根算子	-34.60391616821289
喜马拉雅期	-34.5890998840332
相萃取	-34.490386962890625
穆家庄	-34.46037292480469
兴组	-34.433494567871094
吴家湾	-34.4242057800293
走滑	-34.38948440551758
孔隙弹性	-34.36581039428711
王家岭	-34.29460906982422
滨北地区	-34.10844421386719
土地适宜性	-34.038414001464844
阳凹	-34.01426696777344
抑制性	-33.96772003173828
组合型式	-33.76091384887695
正交	-33.715030670166016
全新世中期	-33.6636962890625
王家沟	-33.65288543701172
郭家岭	-33.61768341064453
扩张速率	-33.58694839477539
改进型	-33.50938415527344
祁连山断层	-33.139678955078125
滨海平原	-33.11394500732422
百年尺度	-33.0758171081543
吉布斯	-32.92427444458008
吴家坪	-32.7850341796875
北碚地区	-32.749908447265625
花岗岩型	-32.726715087890625
多元线性	-32.63465118408203
岩石电性	-32.58174133300781
小波基	-32.53358459472656
齐波夫	-32.383975982666016
不确定性	-32.236732482910156
营养化	-32.16554260253906
林格尔	-32.103782653808594
刘家湾	-32.07468032836914
普里兹	-32.04800796508789
伊什基里克	-32.03921127319336
地质公园	-32.01548385620117
穆棱组	-31.99953269958496
合成概率	-31.92034149169922
碳酸盐岩储集层	-31.87916374206543
井网	-31.873981475830078
边缘区	-31.861085891723633
帕里河	-31.766708374023438
尹格庄	-31.735462188720703
周盆地	-31.707233428955078
柴家庄	-31.701766967773438
王东沟	-31.66182518005371
俯冲型	-31.61160659790039
黄埠岭	-31.609176635742188
特克斯	-31.530670166015625
太原组	-31.49793243408203
陕西镇	-31.454252243041992
生态区	-31.39282989501953
马尔康	-31.35476303100586
临界性	-31.32037353515625
扶正器	-31.308277130126953
开采量	-31.192474365234375
赫姆霍兹	-31.140310287475586
沉积量	-31.137733459472656
孔隙型	-31.095294952392578
增大率	-31.014450073242188
易发性	-30.990066528320312
格罗夫	-30.965076446533203
沟壑区	-30.935077667236328
卡洛斯	-30.85388946533203
芦家堡	-30.79745101928711
温热液型	-30.765695571899414
径流量	-30.732200622558594
陆壳增生	-30.717716217041016
多沙	-30.639415740966797
萨尔图	-30.63269805908203
转化量	-30.624250411987305
西克尔	-30.54753875732422
随机场	-30.443092346191406
博罗科努	-30.42148208618164
阿拉伊	-30.415218353271484
阿吾拉勒	-30.38030433654785
资产化	-30.20435333251953
可采	-30.183879852294922
超大深基坑	-30.14568328857422
监测点	-30.08435821533203
抽油机	-30.01498794555664
流失量	-30.00576400756836
不均一性	-29.903514862060547
温跃层	-29.850509643554688
释放量	-29.791845321655273
地表区	-29.71902084350586
阿仑尼	-29.70579719543457
盐渍化	-29.702713012695312
发射光谱法	-29.686281204223633
基准值	-29.548358917236328
溪水库	-29.51885986328125
节约型	-29.493053436279297
朱家岩	-29.487041473388672
粘结式	-29.397232055664062
烃动力学	-29.396575927734375
价值量	-29.282394409179688
莫索湾	-29.272340774536133
高承台	-29.09878158569336
藏动力学	-29.093448638916016
复合片	-29.078346252441406
覆盖区	-28.96537971496582
周坪台	-28.88161849975586
克希霍夫	-28.879043579101562
拉斯曼	-28.848224639892578
石盒子组	-28.804134368896484
邵家洼	-28.63617706298828
沉积期	-28.625837326049805
倪丘集	-28.56171417236328
青龙山	-28.551172256469727
罗迪尼	-28.536354064941406
卡尼期	-28.46552276611328
杜内期	-28.461605072021484
丰水期	-28.43290138244629
金伯利	-28.4158935546875
第四纪	-28.39113998413086
