ID,上位概念,概念,Y(用)
信息产业-电脑,信息产业,电脑,计算机
信息产业-电十政务平台,信息产业,电十政务平台,
信息产业-电视传输,信息产业,电视传输,
信息产业-电视传输网,信息产业,电视传输网,传输网
信息产业-电视电话,信息产业,电视电话,可视电话
信息产业-电视电话会议设备,信息产业,电视电话会议设备,
信息产业-电算化,信息产业,电算化,
信息产业-电信,信息产业,电信,
信息产业-电信测量,信息产业,电信测量,
信息产业-电信查询业务,信息产业,电信查询业务,
信息产业-电信传输设备,信息产业,电信传输设备,
信息产业-电信干线,信息产业,电信干线,通信干线
信息产业-电信工程,信息产业,电信工程,
信息产业-电信规章,信息产业,电信规章,
信息产业-电信技术,信息产业,电信技术,
信息产业-电信建设,信息产业,电信建设,
信息产业-电信交换,信息产业,电信交换,通信交换
信息产业-电信交换工程,信息产业,电信交换工程,
信息产业-电信交换系统,信息产业,电信交换系统,
信息产业-电信局,信息产业,电信局,
信息产业-电信设备,信息产业,电信设备,通信设备
信息产业-电信枢纽工程,信息产业,电信枢纽工程,
信息产业-电信网,信息产业,电信网,
信息产业-电信线路工程,信息产业,电信线路工程,
信息产业-电信业务,信息产业,电信业务,
信息产业-电信业务量,信息产业,电信业务量,
信息产业-电信业务市场,信息产业,电信业务市场,
信息产业-电信终端,信息产业,电信终端,电信终端设备
信息产业-电信终端设备,信息产业,电信终端设备,
信息产业-电信资费,信息产业,电信资费,
信息产业-电讯,信息产业,电讯,电信
信息产业-电讯保密,信息产业,电讯保密,通讯保密
信息产业-电子采购,信息产业,电子采购,
信息产业-电子查号业务,信息产业,电子查号业务,
信息产业-电子出版物,信息产业,电子出版物,
信息产业-电子干扰,信息产业,电子干扰,
信息产业-电子工业,信息产业,电子工业,
信息产业-电子购买,信息产业,电子购买,电子采购
信息产业-电子号码簿业务,信息产业,电子号码簿业务,
信息产业-电子计算机工业,信息产业,电子计算机工业,
信息产业-电子计算机制造业,信息产业,电子计算机制造业,计算机制造业
信息产业-电子交易网络,信息产业,电子交易网络,
信息产业-电子器件,信息产业,电子器件,
信息产业-电子器件制造业,信息产业,电子器件制造业,
信息产业-电子商务,信息产业,电子商务,
信息产业-电子商务城,信息产业,电子商务城,
信息产业-电子商务网站,信息产业,电子商务网站,
信息产业-电子数据,信息产业,电子数据,
信息产业-电子数据交换,信息产业,电子数据交换,
信息产业-电子数据交换业务,信息产业,电子数据交换业务,
信息产业-电子文件传输业务,信息产业,电子文件传输业务,
信息产业-电子信函设备,信息产业,电子信函设备,
信息产业-电子信息产品,信息产业,电子信息产品,
信息产业-电子信息资源库,信息产业,电子信息资源库,
信息产业-电子信箱,信息产业,电子信箱,
信息产业-电子信箱业务,信息产业,电子信箱业务,
信息产业-电子邮件,信息产业,电子邮件,
信息产业-电子邮政,信息产业,电子邮政,电子信箱
信息产业-电子元件,信息产业,电子元件,
信息产业-电子元件制造业,信息产业,电子元件制造业,
信息产业-电子载体,信息产业,电子载体,
信息产业-电子政务,信息产业,电子政务,
信息产业-电子政务安全,信息产业,电子政务安全,
信息产业-电子政务工程,信息产业,电子政务工程,
信息产业-电子政务建设,信息产业,电子政务建设,
