序 号,出货条码,品名,规格,单位,:销售数量,售价,:销售金额,:毛利,:毛利率％,:成本金额,商品库存,最新货商
10585,6943412501892,欧雅竹骨牙签双尖0189,,包,9,3.8,34.2,11.7,34.21,22.5,19,2059
10586,6943412501908,欧雅竹骨单尖牙签0190,,包,8,3.9,31.2,8.8,28.21,22.4,12,2059
10587,6943412502424,欧雅环保型印花浴帽0242,,个,2,3.8,7.6,2,26.32,5.6,5,2059
10588,6943412502479,欧雅0247浴绵,,个,2,2.5,5,2,40,3,1,2059
10589,6943412502691,欧雅百合围裙3509,,个,1,10.5,10.5,2.7,25.71,7.8,5,2059
10590,6943412502806,汇雅隔渣煲汤袋8*10 3540,,包,11,2,22,5.5,25,16.5,17,2059
10591,6943412502813,汇雅煲汤袋10*12,,包,22,2.5,55,15.4,28,39.6,2,2059
10592,6943412503025,汇雅环保型手套1952,,个,6,8.5,51,15.2,29.8,35.8,16,2059
10593,6943412503056,欧雅加厚绒里手套1955,,个,4,9.8,39.2,10,25.51,29.2,5,2059
10594,6943412503070,欧雅手柄刷030,,把,10,3.9,39,9,23.08,30,0,2059
10595,6943412503087,汇雅带柄套装钢丝球刷0308,,个,2,6.2,12.4,3.8,30.64,8.6,-3,2059
10596,6943412503193,汇雅单个装钢丝球0319,,个,6,1.2,7.2,2.4,33.33,4.8,3,2059
10597,6943412503315,欧雅灭蚊拍充电王0331,,个,2,27,54,11.4,21.11,42.6,2,2059
10598,6943412503995,欧雅强力大号竿夹0399,,个,3,5.9,17.7,6.3,35.59,11.4,23,2059
10599,6943412504022,欧雅强力夹0402,,个,2,5.9,11.8,2.8,23.73,9,2,2059
10600,6943412504817,欧雅脱水拖0481,,把,1,24.5,24.5,6.7,27.35,17.8,2,2059
10601,6943412504909,汇雅中号浸塑衣架大#0490,,扎,7,8.8,61.6,15.4,25,46.2,11,2059
10602,6943412504923,欧雅中号扭花浸塑衣架0492,,扎,3,6.5,19.5,6.9,35.38,12.6,26,2059
10603,6943412504954,汇雅特大三线浸塑衣架8只装,0495,扎,9,11.2,100.8,26.1,25.89,74.7,5,2059
10604,6943412504961,汇雅大二线浸塑衣架8只,0496,扎,4,10.5,42,12,28.57,30,12,2059
10605,6943412504992,汇雅特大浸塑毛巾衣架2只,0499,扎,3,13.9,41.7,10.2,24.46,31.5,7,2059
10606,6943412505012,欧雅漱口杯0501,,个,2,5.2,10.4,2.8,26.92,7.6,5,2059
10607,6943412505036,欧雅漱口杯0503,,个,1,6.3,6.3,2,31.75,4.3,6,2059
10608,6943412505043,欧雅漱口杯0504,,个,1,5.2,5.2,1.4,26.92,3.8,6,2059
10609,6943412505265,欧雅便携式牙签0526,,包,16,1.5,24,6.4,26.67,17.6,18,2059
10610,6943412505296,欧雅30支盒庄牙线0529,,盒,6,3.8,22.8,7.2,31.58,15.6,2,2059
10611,6943412505456,欧雅小号面盆0545,,个,2,7.8,15.6,4.6,29.49,11,1,2059
10612,6943412505470,欧雅大号面盆0547,,个,1,15.5,15.5,4.2,27.1,11.3,4,2059
10613,6943412505517,欧雅垃圾铲0551,,个,3,7.9,23.7,6.3,26.58,17.4,1,2059
10614,6943412505524,欧雅卡通长方形饭盒0552,,个,1,9.5,9.5,2.6,27.37,6.9,9,2059
10615,6943412505692,欧雅带盖皂盒0569,,个,6,4.2,25.2,7.2,28.57,18,5,2059
10616,6943436400010,百事可乐1.25升,1*12,瓶,24,4.5,108,12,11.11,96,40,1044
10617,6943436400027,百事可乐600ML(*),*12瓶,瓶,60,2.5,150,26.29,17.52,123.72,266,1044
10618,6943436400034,百事可乐2L(*),*6瓶,瓶,156,6.5,816,67.2,8.24,748.8,150,1044
10619,69434364000341,百事可乐2L(*),*6瓶,瓶,3,6.5,19.5,9.6,49.23,9.9,-3,1087
10620,6943436400065,美年达600毫升,600毫升,瓶,16,2.5,40,4.67,11.67,35.33,93,1044
10621,6943436400072,美年达美橙味饮料2L(*),*6瓶,瓶,10,6.5,56,8,14.29,48,59,1044
10622,6943436400102,七喜600毫升,600毫升,瓶,84,2.5,210,41.17,19.6,168.83,46,1044
10623,6943436400119,七喜柠檬味汽水2升,2升*6瓶,瓶,105,6.5,543,39,7.18,504,1,1044
10624,6943436400348,美年达美橙味饮料355ML(*),*24罐,罐,42,1.9,79.8,4.62,5.79,75.18,244,1044
10625,6943436400362,美年达青苹果600ml,600ml*12,瓶,41,2.5,102.5,11.96,11.67,90.54,77,1044
10626,6943436400416,百事可乐330毫升,330毫升24,听,94,1.9,178.6,17.94,10.05,160.66,418,1044
10627,6943436400423,七喜330ML(*),*24罐,罐,44,1.9,83.6,4.7,5.62,78.9,137,1044
10628,6943470780055,许大姐大号三线精式衣架8005,,扎,14,12,164.8,52.8,32.04,112,6,2045
10629,6943489800010,广海14CM单柄奶锅,,个,1,9.8,9.8,2.6,26.53,7.2,7,2046
10630,6943489800027,广海16CM单柄奶锅,,个,1,11.2,11.2,4.2,37.5,7,4,2046
10631,6943489800034,广海18CM单柄奶锅,,个,2,13.9,27.8,7.4,26.62,20.4,5,2046
10632,6943490600036,峰然阿胶枣252克,252克*40包,包,408,4,1414.3,134.5,9.51,1279.8,125,1034
10633,6943490600081,峰然阿胶枣200克,200克*45包,包,1043,3.5,3099.7,283.6,9.15,2816.1,418,1034
10634,6943530211512,洁蕴138卫生纸10卷,10卷*5提,提,1,20.2,20.2,4.5,22.28,15.7,9,2093
10635,6943639512176,新南桂纯生粉130g,1*60,袋,69,1.5,103.5,20.7,20,82.8,36,1105
10636,6943677300100,曼斯可双色双味脆皮玉米味软球100g,100g*40,袋,2,5,10,2.2,22,7.8,11,1041
10637,6943677300117,曼斯可双色双味脆皮巧克力味软球100g,100g*40,袋,1,5,5,0.8,16,4.2,5,1041
10638,6943677300131,曼斯可双色双味脆皮香芋味软球100g,100g*40,袋,6,5,30,4.8,16,25.2,5,1041
10639,6943677300285,曼斯可富贵大礼包(西瓜/水蜜桃/哈密瓜)388g,388g*24,袋,4,12.5,50,12,24,38,0,1041
10640,6943677300322,曼斯可双色双味脆皮香芋味软球320g,320g*30,袋,9,10.5,94.5,18,19.05,76.5,11,1041
10641,6943677300339,曼斯可双色双味脆皮巧克力味软球320g,320g*30,袋,2,10.5,21,4,19.05,17,10,1041
10642,6943739960518,白云山毛巾,,条,2,8.8,17.6,4.6,26.14,13,2,2066
10643,69437448999988,浪漫情谷颗粒装,10,盒,2,8,16,0,0,16,0,2013
10644,6943810336065,味爽酒鬼鱼50克,50克*100包,包,12,3,36,6,16.67,30,4,1011
10645,6943810336355,味之爽素羊肉串80克,80克*100包,包,9,2.5,22.5,4.5,20,18,8,1011
10646,6943810336485,味之爽素牛肉串80克,80克*100包,包,36,2.5,90,18,20,72,3,1011
10647,6943816610060,南方内纹杯509U,,个,1,1.9,1.9,0.6,31.58,1.3,1,2059
10648,6943835306579,温迪毛巾0657,,条,1,9.5,9.5,2.9,30.53,6.6,2,2066
10649,6943835350220,金温迪提花毛巾5022,,条,6,10.3,61.8,10.8,17.48,51,3,2066
10650,6943835350268,金温贴补绣花面巾,,条,3,10.5,31.5,7.5,23.81,24,4,2066
10651,6943835350510,金温迪面巾,,条,2,9.5,19,5,26.32,14,3,2066
10652,6943835350527,金温迪毛巾5052,,条,1,9.5,9.5,2.3,24.21,7.2,5,2066
10653,6943928300064,鸿旭阿胶枣252克,252克*40袋,袋,66,4.8,316.8,52.8,16.67,264,37,1048
10654,6943928300071,鸿旭香酸枣252克,252克*40袋,袋,11,5,55,16.9,30.73,38.1,38,1048
10655,6943928300088,鸿旭水晶蜜枣252克,252克*40袋,袋,12,5,60,20.4,34,39.6,39,1048
10656,6943928300095,鸿旭阿胶贡枣252克,252克*40袋,袋,30,5,150,24,16,126,24,1048
10657,6943955300068,顺家宜茗艺杯SJ-682,500ML弧型,个,4,18,72,20,27.78,52,0,2045
10658,6943955300082,顺家宜茗艺杯SJ-681,350ML,个,2,16.5,33,9,27.27,24,2,2045
10659,6943955300099,顺家宜茗艺杯SJ-680,500ML,个,1,18,18,5.5,30.56,12.5,2,2045
10660,6943996002983,蓝色海岸晶蓝梅鹿辄干红750ml,1*6,瓶,1,98,98,13,13.27,85,17,1071
10661,6943996003454,海岸传奇西拉干红单支礼盒750ML,1*6,盒,4,168,672,152,22.62,520,3,1071
10662,6943996003508,蔚蓝传说蛇龙珠高级干红750ML,1*6,瓶,5,58,290,75,25.86,215,12,1071
10663,6943996003515,蔚蓝传说雷司令干白750ML,1*6,瓶,1,38,38,10,26.32,28,9,1071
10664,6943996003553,海岸传奇赤霞珠干红750ML,1*6,瓶,13,38,494,104,21.05,390,16,1071
10665,6943996003584,海岸传奇美乐干红750ML,1*6,瓶,2,45,90,20,22.22,70,9,1071
10666,6944027700717,新概念071雨伞（长）,,把,11,16.5,178,50.5,28.37,127.5,12,1087
10667,6944027701714,新概念防紫外线雨伞171,长柄,把,9,16.5,146.5,43,29.35,103.5,9,1087
10668,6944027703336,新概念333雨伞,,把,4,18,72,20,27.78,52,4,1087
10669,6944027703992,新概念雨伞399#,399#*10把,把,1,14,14,4,28.57,10,5,1087
10670,6944027704562,新概念456雨伞,,把,1,20,20,5,25,15,0,1087
10671,6944106700010,龙昌芝麻花生糖50克,,包,9,1.5,13.5,4.5,33.33,9,-1,1063
10672,6944106700058,龙昌香脆花生糖50克,,包,8,1.5,12,4,33.33,8,1,1063
10673,6944106700119,龙昌果仁花生糖50克,,包,5,1.5,7.5,2.5,33.33,5,2,1063
10674,6944106700126,龙昌芝麻糖酥100克,,包,6,3.5,21,6,28.57,15,20,1063
10675,6944106700201,桂桂特产果仁花生酥250克,250克,包,1,7.5,7.5,2,26.67,5.5,6,1063
10676,6944106700225,桂林特产桂花花生芝麻酥250克,250克,包,3,7.5,22.5,6,26.67,16.5,4,1063
10677,6944106700232,桂林桂花香酥脆250克,250克,包,3,7.5,22.5,6,26.67,16.5,11,1063
10678,6944106700256,桂林特产手工姜糖200克(桂花味),200克,袋,1,5.8,5.8,1.8,31.03,4,2,1063
10679,6944106700263,桂林特产手工姜糖200克(原味),200克,袋,1,5.8,5.8,1.8,31.03,4,2,1063
10680,6944106700270,桂林特产手工姜糖200克(芝麻味),200克,袋,1,5.8,5.8,1.8,31.03,4,4,1063
10681,6944218659961,美雪嘉驱蚊止痒花露水195ML,*,瓶,50,10.8,540,110,20.37,430,36,2007
10682,6944218660028,美雪嘉花香沐浴露1000ML,1000ML,瓶,9,23.8,190.2,28.2,14.83,162,17,2007
10683,6944218660288,美雪嘉草本护发素500克,500克,瓶,33,9.8,323.4,75.9,23.47,247.5,41,2005
10684,6944218660431,美雪嘉青瓜水润嫩白洁面乳130克,,瓶,5,18,90,22.5,25,67.5,15,2007
10685,6944218660813,美雪嘉凡琳特润护手霜80克,,瓶,9,5.8,52.2,12.6,24.14,39.6,47,2007
10686,6944249000039,相思湘味绝味鱼50克,50克*180袋,袋,40,2.5,100,16,16,84,20,1035
10687,6944249000046,相思湘味香稣鱼块80克,80克*80包,包,9,3.6,32.4,5.4,16.67,27,21,1035
10688,6944249000060,相思湘味绝味鱼22克,22克*360袋,袋,39,1,39,7.8,20,31.2,21,1035
10689,6944270901329,锦绣带匙杯,,个,5,8.5,42.5,12,28.24,30.5,0,2059
10690,6944282312342,聚宴牌红油豆瓣500g,500g*24,瓶,7,4,28,4.9,17.5,23.1,21,1020
10691,6944375780010,腾和8001胶棉地拖,,把,2,31,62,17.2,27.74,44.8,1,2048
10692,6944568250078,奥玛斯一次性胶杯8801,,包,21,4.5,67.2,8.4,12.5,58.8,16,2059
10693,6944568250139,AMS9903一次性纸杯180ML,,包,1,4.8,4.8,1.6,33.33,3.2,13,2059
10694,6944608700167,金享氏葡萄糖奶伴400克,400克*30袋,袋,1,8,8,1,12.5,7,8,1045
10695,6944608700181,金享氏铁锌钙葡萄糖400克,400克*30袋,袋,4,8,32,4,12.5,28,16,1045
10696,6944608700198,金享氏AD钙葡萄糖400克,400克*30袋,袋,2,8,16,2,12.5,14,9,1045
10697,6944608700204,金享氏葡萄糖婴幼儿400克,400克*30袋,袋,1,8,8,1,12.5,7,12,1045
10698,6944608700648,好儿福特惠装营养米粉核桃莲子500克,500克*20盒,盒,1,25.8,25.8,4.8,18.6,21,7,1045
10699,6944608700679,好儿福大骨钙营养米粉3段300克,300克*20盒,盒,1,23.8,23.8,3.8,15.97,20,5,1045
10700,6944645820064,塞品牌咖啡（原味）130克,130克*40罐,罐,4,13.5,54,7.5,13.89,46.5,4,1008
10701,6944645820088,塞品牌咖啡（拿铁/摩卡）130克,130克*40罐,罐,5,13.5,67.5,12.5,18.52,55,9,1008
10702,6944645820125,塞品牌咖啡（特浓）130克,130克*40罐,罐,3,13.5,40.5,5,12.35,35.5,0,1008
10703,6944699312478,尤美特天然牛角梳147C,,把,2,25,50,12.2,24.4,37.8,4,2059
10704,6944699312812,尤美特天然牛角梳1281G,,把,1,16.5,16.5,4.2,25.45,12.3,6,2059
10705,6944699321012,靓居星塑棒80支胶袋棉签2101,,个,11,1.2,13.2,4.4,33.33,8.8,1,2059
10706,6944699321203,靓居星木棒100支胶袋棉签,,包,14,1.5,21,4.2,20,16.8,2,2059
10707,6944699321210,靓居星木棒200支胶袋棉签,L-2121,包,8,3.5,28,8.8,31.43,19.2,7,2059
10708,6944699321289,靓居星木棒100支方盒棉签,L-2128,包,2,2.9,5.8,1.4,24.14,4.4,7,2059
10709,6944699321746,靓居星韩式双层型浴帽2174,,个,2,7.5,15,3.4,22.67,11.6,2,2059
10710,6944699321920,靓居星精品卡装钢丝球2192,,个,6,1.9,11.4,3.6,31.58,7.8,23,2059
10711,6944699321975,靓居星高级丝袜护洗袋2197,2202,包,1,5.5,5.5,1.4,25.45,4.1,1,2059
10712,6944699321982,靓居星高级文件胸护洗袋2198,,包,2,6.5,13,4,30.77,9,5,2059
10713,6944699322002,靓居星多用途洗衣袋40*50,,包,1,5.2,5.2,1.4,26.92,3.8,1,2059
10714,6944699322019,靓居星多用途洗衣袋2201,50*60,包,1,6.9,6.9,1.6,23.19,5.3,5,2059
10715,6944699322026,靓居星多用途洗衣袋60*70,2202,包,3,8.5,25.5,7.5,29.41,18,2,2059
10716,6944699322033,靓居星多用途洗衣袋2203,40*50,包,1,7.9,7.9,2.3,29.11,5.6,4,2059
10717,6944699322057,靓居星多用途洗衣袋2205,,包,1,14.5,14.5,4.5,31.03,10,7,2059
10718,6944699322095,靓居星菠萝淋浴花,,个,1,5.2,5.2,1.4,26.92,3.8,3,2059
10719,6944699322132,靓居星超柔特大沐浴巾2213,,卡,1,8.5,8.5,2.5,29.41,6,1,2059
10720,6944699322545,靓居星精品防潮纸筒木棒棉2254,,包,1,5,5,1.2,24,3.8,1,2059
10721,6944699322644,靓居星超细纤维多功能擦巾2264,,包,1,11.2,11.2,2.7,24.11,8.5,7,2059
10722,6944900411587,合美桂林腐乳280克(方),280克*20瓶,瓶,44,3,132,22,16.67,110,30,1047
10723,6944900411686,合美桂林腐乳125克(方),125克*30瓶,瓶,40,2,80,12,15,68,15,1047
10724,6944900478887,合美桂林腐乳250克(圆),250克*20瓶,瓶,17,2.7,45.9,8.5,18.52,37.4,13,1047
10725,6944939000028,嘉星盆0135,,个,1,7.5,7.5,3,40,4.5,4,1087
10726,6944939000042,嘉星盆0136,,个,8,8.5,68,28,41.18,40,0,1087
10727,6944965812015,川宽男士平脚裤1201,,盒,2,14.5,29,9,31.03,20,0,2050
10728,6944978700446,有友山椒凤爪26克(单支),26克*200袋,袋,108,1.5,162,43.2,26.67,118.8,61,1048
10729,6944978700484,有友山椒凤爪70g,70g,袋,402,4.5,1398.7,112.3,8.03,1286.4,99,1048
10730,6944997180144,一家亲纯净葡萄糖350克,350克*24袋,袋,2,5.9,11,1.8,16.36,9.2,9,1048
10731,6944997180151,一家亲铁锌钙葡萄糖350克,350克*24袋,袋,1,5.9,5.5,0.9,16.36,4.6,4,1048
10732,6944997180168,一家亲婴儿葡萄糖350克,350克*24袋,袋,1,5.9,5.5,0.9,16.36,4.6,3,1048
10733,6944997180175,一家亲营养葡萄糖350克,350克*24袋,袋,7,5.9,38.5,6.3,16.36,32.2,12,1048
10734,6944997180182,一家亲中老年人葡萄糖350克,350克*24袋,袋,2,5.9,11,1.8,16.36,9.2,8,1048
10735,6944997180229,一家亲纯净葡萄糖750克,750克*12罐,罐,3,14.2,38.7,5.7,14.73,33,5,1048
10736,6944997180236,一家亲铁锌葡萄糖750克,750克*12罐,罐,4,14.2,51.6,7.6,14.73,44,4,1048
10737,6944997180243,一家亲婴儿葡萄糖750克,750克*12罐,罐,1,14.2,12.9,1.9,14.73,11,5,1048
10738,6944997180250,一家亲营养葡萄糖750克,750克*12罐,罐,3,14.2,38.7,5.7,14.73,33,6,1048
10739,6945053771481,伶俐棉条拖把714,,个,23,9,207,69,33.33,138,57,1087
10740,6945053783408,伶俐纯棉条地拖把8-A240,,个,3,23,48,3,6.25,45,-3,1087
10741,6945134300357,天鹭水立方巾0035,,条,1,8.8,8.8,2.3,26.14,6.5,0,2066
10742,6945134330330,天鹭3033竹纤维混纺花巾,,条,7,13.9,97.3,21.7,22.3,75.6,3,2066
10743,6945191000054,蜀味源豆辨酱500克,1*12,瓶,7,5.1,35.7,6.53,18.3,29.17,14,1087
10744,6945283500400,波斯曼男士保暧内衣,,件,2,36,59.8,-2.2,-3.68,62,0,2042
10745,6945497460088,英第爱纳男士三角裤6008,,盒,7,23.5,125.8,15.2,12.08,110.6,48,2052
10746,6945586700477,亚马逊TT套蝉翼薄(铁盒)10只,10只,盒,2,18,36,0,0,36,0,2013
10747,6945586700576,亚马逊TT套蝉翼薄(铁盒)10只,10只,盒,1,18,18,0,0,18,0,2013
10748,6945586700590,亚马逊TT套梦幻颗粒(铁盒)10只,10只,盒,1,18,18,0,0,18,0,2013
10749,6945751702022,斯码特商贸03服饰,,件,1,19,19,4.75,25,14.25,11,2089
10750,6945751702053,斯码特商贸06服饰,,件,1,22,22,5.5,25,16.5,5,2089
10751,6945751702060,斯码特商贸07服饰,,件,2,25,50,12.5,25,37.5,5,2089
10752,6945751702077,斯码特商贸08服饰,,件,2,25,50,12.5,25,37.5,10,2089
10753,6945751702084,斯码特商贸09服饰,,件,3,28,84,21,25,63,15,2089
10754,6945751702107,斯码特商贸11服饰,,件,2,29,58,14.5,25,43.5,0,2089
10755,6945751702114,斯码特商贸12服饰,,件,1,29,29,7.25,25,21.75,5,2089
10756,6945751702121,斯码特商贸13服饰,,件,1,32,32,8,25,24,13,2089
10757,6945751702138,斯码特商贸14服饰,,件,2,32,64,16,25,48,7,2089
10758,6945751702145,斯码特商贸15服饰,,件,1,35,35,8.75,25,26.25,0,2089
10759,6945751702176,斯码特商贸18服饰,,件,7,39,273,68.25,25,204.75,28,2089
10760,6945751702206,斯码特商贸21服饰,,件,3,45,135,33.75,25,101.25,5,2089
10761,6945751702220,斯码特商贸23服饰,,件,2,5,10,2.5,25,7.5,17,2089
10762,6945751702237,斯码特商贸24服饰,,件,1,5,5,1.25,25,3.75,5,2089
10763,6945751702244,斯码特商贸25服饰,,件,4,9,36,9,25,27,14,2089
10764,6945751702251,斯码特商贸26服饰,,件,8,9,53.4,5.2,9.74,48.2,16,2089
10765,6945751702282,斯码特商贸29服饰,,件,18,9,142.2,16.2,11.39,126,49,2089
10766,6945751702329,斯码特商贸33服饰,,件,2,30,60,15,25,45,25,2089
10767,6945751702848,斯码特商贸40服饰,,件,1,65,65,16.25,25,48.75,-9,2089
10768,6945751702954,斯码特商贸服饰,,件,6,19.9,119.4,12,10.05,107.4,74,2089
10769,6946005600026,骏驰馄饨面条700克,,扎,61,4.5,201.7,30.9,15.32,170.8,0,1103
10770,6946005600040,骏驰纯麦面200g,1*50,扎,8,2,16,2.4,15,13.6,16,1103
10771,6946145800126,春利方巾0012,,条,5,5.9,29.5,18.5,62.71,11,0,2052
10772,6946183400029,竹篱芭桂圆应子300克,300克*50袋,袋,5,6,30,11,36.67,19,6,1002
10773,6946183400036,竹篱芭芒果应子300克,300克*50袋,袋,8,6,48,17.6,36.67,30.4,4,1002
10774,6946183400081,竹篱芭荔枝低糖应子300克,300克*50袋,袋,8,6,48,17.6,36.67,30.4,9,1002
10775,6946269600749,宁兴黄皮酱260g,1*20,瓶,97,5.8,562.6,97,17.24,465.6,86,1026
10776,6946288300057,嘉豪特级生晒头抽500ML,500ML*12瓶,瓶,3,7.6,22.8,3.9,17.11,18.9,17,1176
10777,6946288300088,嘉豪(祛腥)蒸鱼豉油500ML,500ML*12瓶,瓶,9,7.6,68.4,11.7,17.11,56.7,2,1176
10778,6946338800179,滋滋天使猫香浓牛奶松脆饼70克,1*100,袋,101,1.2,101,35.35,35,65.65,-30,1087
10779,6946338800186,滋滋天使猫凤梨味松脆饼70克,1*100,袋,40,1.2,40,14,35,26,140,1087
10780,6946352109517,魔菲蛋糕50g,50g*100,个,69,1,69,17.25,25,51.75,51,1034
10781,6946353910013,凯丝面巾,,条,21,9.5,199.5,109.2,54.74,90.3,0,2042
10782,6946441921310,公象排插213--3米,,个,2,32,64,9,14.06,55,0,2066
10783,6946441960623,公象排插606--3米,,个,2,25,50,12,24,38,0,2066
10784,6946457100440,特价避孕套系列,,盒,3,8,24,0,0,24,0,2013
10785,6946457100457,特价避孕套系列,,盒,1,8,8,0,0,8,0,2013
10786,6946457100846,甜蜜物语系列,12只,盒,1,10,10,0,0,10,0,2013
10787,6946457100877,甜蜜物语凸点螺纹情趣装12只,12只,盒,2,10,20,0,0,20,0,2013
10788,6946457100884,甜蜜物语粉红诱惑蝉翼装12只,12只,盒,2,10,20,0,0,20,0,2013
10789,6946502960036,金鸿运毛巾,,条,23,8.5,135.5,20.5,15.13,115,7,2042
10790,6946504006084,足源新健康心舒适短丝袜608,,对,6,2.6,15.6,6.8,43.59,8.8,16,1087
10791,6946504006091,足源舒心袜609,,对,1,2.6,2.6,1.2,46.15,1.4,-1,1087
10792,6946504006107,足源新健康心舒袜610,1*10,对,6,2.6,15.6,6,38.46,9.6,13,1087
10793,6946504006114,足源新健康心舒袜611,1*10,对,7,2.6,18.2,8.4,46.15,9.8,2,1087
10794,6946504006138,足源舒心袜613,,对,1,2.6,2.6,1.2,46.15,1.4,-2,1087
10795,6946504006190,足源新健康心舒袜619,1*10,对,10,2.6,26,11.8,45.38,14.2,8,1087
10796,6946651400698,好福记气血双补口服液,10ML*10,盒,2,12,24,0,0,24,0,2013
10797,6946717988962,泉乐香菇紫菜汤75克,1*30,包,2,4.2,8.4,1.4,16.67,7,17,1026
10798,6946717988986,泉乐苔湾紫菜40克,1*90,包,1,2.5,2.5,0.4,16,2.1,7,1026
10799,6946717989006,泉乐紫菜60克,1*45,包,3,4.8,14.4,2.4,16.67,12,12,1026
10800,6946806010031,糖玩总动员喜洋洋戒指糖3.5g,3.5g*30,个,9,2.2,19.8,3.6,18.18,16.2,22,1176
10801,6946806010062,糖玩总动员喜洋洋变幻卡糖果盒20g,20g*18,个,3,2.2,6.6,1.2,18.18,5.4,4,1176
10802,6946806010093,糖玩总动员喜洋洋糖果火箭枪8g,8g*30,个,4,7,28,4.4,15.71,23.6,11,1176
10803,6946806010123,糖玩总动员喜洋洋弹力球棒10g,10g*20,个,4,5,20,4,20,16,14,1176
10804,6946806010185,糖玩总动员喜洋洋风扇13g,13g*12,个,9,15,135,32.1,23.78,102.9,18,1176
10805,6946806010215,糖玩总动员喜洋洋出奇蛋10g,10g*18,个,9,6,54,13.5,25,40.5,57,1176
10806,6946806010277,糖玩总动员喜洋洋大富羊游戏棋10g,10g*45,个,1,23,23,4.8,20.87,18.2,0,1176
10807,6946806010307,糖玩总动员喜洋洋糖果罐35g,35g*9,个,5,12.8,64,14,21.87,50,7,1176
10808,6946806010338,糖玩总动员喜洋洋巧克力车8g,8g*9,个,2,9,18,3.6,20,14.4,8,1176
10809,6946806010390,糖玩总动员喜洋洋玩偶3.2g,3.2g*60,个,2,2,4,0.8,20,3.2,9,1176
10810,6946806010420,糖玩总动员喜洋洋建筑3.2g,3.2g*60,个,7,1.5,10.5,2.1,20,8.4,15,1176
10811,6946806010482,糖玩总动员喜洋洋糖果YOYO球10g,10g*45,个,4,4.8,19.2,4,20.83,15.2,15,1176
10812,6946806010512,糖玩总动员喜洋洋糖果照相机10g,10g*45,个,7,4.6,32.2,7,21.74,25.2,0,1176
10813,6946806010543,糖玩总动员喜洋洋人物棒棒糖12g,12g*12,个,2,5.8,11.6,2.4,20.69,9.2,15,1176
10814,6946806010574,糖玩总动员喜洋洋糖果车10g,10g*9,个,3,8.5,25.5,6,23.53,19.5,19,1176
10815,6946879400012,金花茶凉茶310ML,310ML*24罐,罐,1,3.8,3.8,0.8,21.05,3,1,1005
10816,6946958200199,爱生博士核桃加钙黑芝麻糊600g,600g,袋,1,18.5,18.5,5.3,28.65,13.2,11,1048
10817,6946958200236,爱生博士传统手磨黑芝麻糊600g,600g,袋,2,18.5,37,10.6,28.65,26.4,8,1048
10818,6946958200250,爱生博士原味麦片880g,880g,袋,2,24,48,20.4,42.5,27.6,39,1048
10819,6946973400083,锦佳椭形花语自动牙签瓶B111,,瓶,1,7.8,7.8,2.2,28.2,5.6,5,2059
10820,6946996300028,珍惠林牛肉干(五香/沙嗲/麻辣味)38g,38g*90,袋,4,4.1,16.4,3.2,19.51,13.2,41,1097
10821,6946996300127,珍惠林牛肉粒(五香/沙嗲/麻辣味)30g,30g*70,袋,10,3.3,33,7,21.21,26,37,1097
10822,6946996300134,珍惠林手撕鱿鱼35g,35g*70,袋,6,5,30,6,20,24,18,1097
10823,6946996300141,珍惠林上好鱼片45g,45g*70,袋,5,6.9,34.5,7,20.29,27.5,15,1097
10824,6946996300158,珍惠林上好鱿鱼45g,45g*60,袋,16,4.2,67.2,11.2,16.67,56,1,1097
10825,6946996300165,珍惠林绿茶瓜子120g,120g*60,袋,7,4.8,33.6,7,20.83,26.6,9,1097
10826,6946996300172,珍惠林香脆/咸干花生128g,128g*40,袋,3,2.9,8.7,1.8,20.69,6.9,8,1097
10827,6946996300189,珍惠林黑瓜子138g,138g*60,袋,7,5.5,38.5,7.7,20,30.8,16,1097
10828,6946996300196,珍惠林香脆花生85g,85g*60,袋,3,2,6,1.2,20,4.8,14,1097
10829,6946996300233,珍惠林炭烧鱿鱼48g,48g*60,袋,17,4.2,71.4,11.9,16.67,59.5,7,1097
10830,6946996300240,珍惠林上好鳗鱼片45g,45g*60,袋,10,4.1,41,8,19.51,33,12,1097
10831,6946996300790,珍惠林香酥小黄鱼42克,42克*90袋,袋,5,4.8,24,4,16.67,20,10,1097
10832,6946996300806,珍惠林香酥/香辣桂花鱼45克,45克*90袋,袋,29,4.8,105.4,0.65,0.62,104.75,71,1097
10833,6946996300813,珍惠林香辣红娘鱼45克,45克*90袋,袋,2,4.8,9.6,1.6,16.67,8,9,1097
10834,6946996300820,珍惠林香酥黄花鱼45克,,袋,8,4.8,38.4,6.4,16.67,32,9,1097
10835,6946996300837,珍惠林香酥鳗鱼丝45克,45克*90袋,袋,4,4.8,19.2,3.2,16.67,16,12,1097
