北京市	91
天津市	55
河北省	120
山西省	80
内蒙古自治区	53
辽宁省	116
吉林省	60
黑龙江省	82
上海市	64
江苏省	166
浙江省	107
安徽省	119
福建省	88
江西省	98
山东省	144
河南省	129
湖北省	128
湖南省	123
广东省	147
广西壮族自治区	73
海南省	18
重庆市	65
四川省	109
贵州省	64
云南省	72
西藏自治区	6
陕西省	93
甘肃省	49
青海省	12
宁夏回族自治区	18
新疆维吾尔自治区	46
